mcg,gvh,alm,mit,erl,pox,vac,nuc
0.4971428571428572,0.495,0.515,0.2571428571428571,0.5,0.7357142857142858,0.5078571428571429,0.225
0.51,0.48,0.51,0.26,0.5,5.708248688290563e-159,0.51,0.27
0.5,0.45000000000000007,0.53,0.20999999999999996,0.5,2.540185016268439e-111,0.2800000000000001,0.22000000000000003
0.57,0.52,0.46,0.2,0.5,0.83,0.52,0.41
0.44,0.53,0.52,0.23,0.5,0.83,0.51,0.22
0.4448645521110868,0.4434047278311462,0.44154841591178395,0.19566745571786898,0.5,9.274183119925815e-150,0.4886319318459596,0.26825863701231667
0.4992233676975945,0.4992233676975945,0.4999862542955327,0.2613470790378007,0.5,0.0,0.49954639175257737,0.27657044673539527
0.5914285714285715,0.5771428571428572,0.4928571428571429,0.25285714285714284,1.0,0.0,0.5257142857142857,0.2792857142857143
0.6308265912942582,0.629388259498323,0.4616608176644248,0.20698285943592518,0.5000000000052938,1.7621253969030396e-182,0.5166828260962327,0.23930397423407157
0.46504837530051546,0.45399311308524526,0.5202430814959715,0.1895310039226964,0.50000101776808,3.7756318399133887e-228,0.5005988462728709,0.24808343242102457
