mcg,gvh,alm,mit,erl,pox,vac,nuc
0.5127651501270325,0.5120294810444657,0.49511351593489367,0.2635526320164931,0.5,0.0,0.4998791801612319,0.22556434200917067
0.37,0.53,0.6,0.19,0.5,0.5,0.42,0.22
0.41,0.42,0.53,0.17,0.5,1.8886869359857017e-104,0.48,0.58
0.5069230769230754,0.4923076923076908,0.508461538461539,0.2623076923076939,0.5,0.7538461538461063,0.5146153846153827,0.22538461538461624
0.5914285714285715,0.5771428571428572,0.4928571428571429,0.25285714285714284,1.0,9.385438774191386e-214,0.5257142857142857,0.2792857142857143
0.460000000000148,0.4999999999993424,0.4999999999996637,0.27999999999787917,0.5,4.1717598046116825e-133,0.5000000000005924,0.37000000001421557
0.57,0.52,0.46,0.2,0.5,0.83,0.52,0.41
0.47408965491304694,0.47568313075565627,0.5090929684632768,0.2574825195633179,0.5,3.5725278979155566e-203,0.49910281964971154,0.37112711664365255
0.5699999999894352,0.51000000000263,0.3400000000026415,0.13000000000264889,0.5,2.6736737158737207e-94,0.529999999998677,0.26999999999999996
0.44,0.45,0.53,0.19,0.5,2.886097899666168e-123,0.41,0.28
