mcg,gvh,alm,mit,erl,pox,vac,nuc
0.5715384615384616,0.5784615384615385,0.5053846153846154,0.24307692307692308,1.0,0.0,0.5238461538461539,0.28153846153846157
0.49,0.49,0.51,0.29,0.5,2.6987737860329133e-147,0.52,0.71
0.49962565661074726,0.4810970856760686,0.48039244773900497,0.22962030713103396,0.5,2.4199770481061646e-133,0.5298661685213254,0.6788161083054938
0.44,0.53,0.52,0.23,0.5,0.83,0.51,0.22
0.49929685655664774,0.49918124682736587,0.5000820420935125,0.26126744768668564,0.5,0.007016419178317165,0.49961832409562035,0.2759128694970327
0.40000000000148,0.43000000000337546,0.4899999999970051,0.1699999999966577,0.5,4.306516113144313e-84,0.5100000000007361,0.3600000000121402
0.48,0.57,0.52,0.61,0.5,2.403069552403913e-214,0.51,0.22
0.53,0.52,0.49,0.27,0.5,7.647349859891453e-266,0.51,0.22
0.6497563596177388,0.6301218202191534,0.47024364041486605,0.21975635958652132,0.5,6.866882976272449e-288,0.5199999999983879,0.2697563595768491
0.85,0.56,0.33,0.38,1.0,0.0,0.55,0.25
