mcg,gvh,alm,mit,erl,pox,vac,nuc
0.6915401446406593,0.6625178881502409,0.4446070211438895,0.2781985928917536,0.5,0.012080887536675543,0.5039346756156449,0.2229334708877952
0.440000393010683,0.530000063522123,0.5199999682996611,0.22999987322941975,0.5,0.8299999999999996,0.5100000603077502,0.22000000011334467
0.4511807422852898,0.44536135743582833,0.5264669595593693,0.21584808500848018,0.5,1.0556544294116905e-76,0.4883201387066484,0.2599858123995709
0.5569152263656373,0.5538076862889516,0.5092566968880888,0.23081924491220554,0.5,4.910337674527733e-134,0.4967473888795774,0.2586022496818673
0.6015587231854723,0.5854435090411715,0.49692521179415866,0.25848661037327486,1.0,9.085161632582335e-164,0.5307943328817737,0.28387325768006716
0.49687822019374545,0.5099820416240688,0.49166468188750506,0.3240050723271722,0.5,0.011971086667634122,0.5091940934995257,0.32015111521821854
0.4243037736464699,0.49251148685833085,0.5249788191561219,0.22373398925549065,0.5,0.8296829805790976,0.5013806013860995,0.22101335611173273
0.4600077634867094,0.4699971033684046,0.4400050931667458,0.18000327298943553,1.0,6.3126106694346055e-139,0.46000107562660475,0.22000013999878532
0.4090055468145803,0.4169591724714803,0.5293282871253558,0.16984846141158375,0.5,9.561023052311496e-20,0.47992777774744666,0.5773501586502932
0.42086087699643865,0.4986660613058911,0.5292115860774232,0.22068255505742873,0.5,0.8299055500198111,0.5003817828720107,0.22005404699112713
