mcg,gvh,alm,mit,erl,pox,vac,nuc
0.6157690856286812,0.600258958877419,0.4535309854629839,0.255758957307384,0.5,6.439058838132087e-126,0.5131831488659246,0.26447881799068745
0.5020495613671226,0.49665317356774447,0.511298793001513,0.25336434473927566,0.5,0.7420648026383573,0.5086992605933949,0.23734352387865743
0.3700000000000306,0.5299999999999856,0.5999999999999798,0.19000000000000955,0.5,0.5000000000000364,0.42000000000002263,0.220000000000005
0.5624064976201784,0.5571810228937482,0.4990898963688034,0.4472301733411977,0.5,1.7098005759232733e-15,0.5051025583835966,0.2286868649636978
0.5950246965534883,0.5826839622494693,0.5116550804840526,0.17731552594663028,0.5,0.8298354306832199,0.5301251244690383,0.2202684186272251
0.5975038870571725,0.5817333637859122,0.493941854305993,0.2688620099964131,1.0,5.817010872867722e-160,0.520033376248182,0.2666548374221902
0.49921896116885256,0.49921901057644286,0.49998748198625576,0.261338050934644,0.5,6.632269350634469e-106,0.49954664083346295,0.27656620659202985
0.4688304847797074,0.4797755626058802,0.5041347290171081,0.23590255830862433,0.5,7.216354104682556e-87,0.5058075371390954,0.4606678530504213
0.5662225298333854,0.5607191099778874,0.49442343773049513,0.45689325672922054,0.5,1.2508219254453253e-115,0.5081444820693372,0.2390298600744485
0.5882796643629308,0.5747979915981987,0.49252512227459005,0.24705148776641292,1.0,1.41597449097904e-164,0.5277536782210268,0.28405353983027787
