nuc,vac,pox,erl,gvh,mcg
0.5039614754421561,0.5035362011234092,0.5000306457837808,0.25902734880362793,0.49942352632048626,0.28090469084753644
0.4970476091396933,0.4952644164361938,0.5015225750210545,0.2580650180867504,0.4972194771066199,0.2749692507758004
0.4960186957736864,0.49730681385240977,0.5030381222411298,0.2622460669727943,0.49986147412181414,0.2766278718823456
0.501431138916116,0.5008344142935897,0.49751567991160645,0.25558765112628135,0.5018389209507438,0.2788464767856113
0.5038511884615736,0.5072848724373961,0.49870849413404744,0.26971616773732,0.5012284150907667,0.2746807543133112
0.5035052110014632,0.50023333040072,0.499709643352573,0.2635460867907727,0.5028240838333685,0.27469220183179016
0.4978897457899494,0.4958951571210689,0.5012370754714122,0.2634415348615525,0.49943797884286995,0.27534545692947515
0.5018625891720284,0.5041503179771034,0.49814872896018214,0.2613063049158449,0.49761990531194894,0.27511981740821195
0.49676066821838205,0.49957264618795155,0.4996938359365139,0.26003033959035815,0.5003322282533531,0.2768410977735025
0.4979071398226605,0.4938221299432096,0.5021594996361781,0.25744123462522284,0.498996907539602,0.27316150425719227
