nuc,vac,pox,erl,gvh,mcg
0.502141177282665,0.5000090415268477,0.5010275651186638,0.25985545280350686,0.49984602925039123,0.2817898496237478
0.49894872188068756,0.4991706079647985,0.5004838438432394,0.26288081083501813,0.5004049875637449,0.2746756711608576
0.497332834673167,0.4976470728543531,0.4983595437831554,0.2574773092967001,0.49986801927457325,0.27739352985363536
0.5035572385175129,0.5004240415363557,0.49946356258546803,0.2655501449196241,0.5009708252005004,0.28167580535909453
0.4950932405559702,0.5006893592606269,0.4992977683999318,0.26583094275320013,0.5001948847700216,0.2752754356289947
0.5015704896726838,0.5008732682119811,0.5019593231114278,0.2639955823645816,0.49805552938825964,0.27359957495407344
0.5003336842876916,0.49831200530927594,0.49800135756087366,0.258354839605583,0.4980150144858042,0.2799157278642187
0.5045362208978676,0.503307399102175,0.4974059548723824,0.26237444692203793,0.5002104313759378,0.271281726394143
0.4988971142740345,0.4977699795971261,0.4968886970547495,0.260400270610266,0.5031598637086776,0.277255045163242
0.5014536247024355,0.4965094233568482,0.5012972561718426,0.25854956297073944,0.49842828928217003,0.2755541391850441
