nuc,vac,pox,erl,gvh,mcg
0.498053724706,0.5017439704049701,0.5005570489031409,0.26169751336128455,0.4994584127233561,0.2761525495228572
0.49839975897919275,0.5011035941691154,0.49976564147439406,0.2632765434865905,0.4987549955733561,0.27452717957992673
0.4988868055349323,0.49817198145547076,0.49943604199770114,0.2634051390873364,0.5002776336876871,0.2761649686913496
0.4981115537365879,0.5025985006050271,0.5021197851995938,0.26156605500851177,0.4980489472541425,0.2749542899507512
0.5022256019959388,0.5004996201122448,0.5002850382713473,0.263380867861389,0.5010878199532072,0.2754451996436322
0.5001172979981202,0.49694139987441266,0.5029886968141036,0.2573841916569357,0.4991002422817547,0.2772661609369796
0.49868956854842167,0.5002601844747038,0.49821828723671796,0.2624847400510437,0.4998747903967444,0.2783437468721702
0.49419553676434985,0.49633303542507856,0.5039858582348008,0.2601974193740681,0.5015492920569091,0.278727651465653
0.508719516618524,0.4998056647195791,0.5001590620298332,0.25868835818856023,0.5009505637319241,0.27786732379773715
0.4970692885394464,0.4965934240421068,0.49801538189667355,0.2607099926826301,0.4987262920442332,0.27558665236637253
