nuc,vac,pox,erl,gvh,mcg
0.4999836734531694,0.4970496504261241,0.5013351510174793,0.2614750188683438,0.49957664532719714,0.2764541392572472
0.4963445461368587,0.499527289747203,0.500307584576533,0.25701686706321997,0.5000529300201519,0.2737540159242755
0.4996874100643394,0.49802973523025457,0.5015643694838512,0.2601999357500305,0.49983105383396237,0.27631684445175697
0.49908302704234386,0.5024786261257396,0.49647589034603734,0.2669556283186914,0.5005297051255088,0.2770600091892708
0.5029101695243315,0.5012065915230088,0.4955927104288606,0.26196238975212927,0.5003643559926252,0.2756588037957362
0.5036409461412259,0.5032227552504677,0.4993838430918169,0.2591808332991448,0.5021715436197595,0.278022864371393
0.5020681347541049,0.4992722953276332,0.5041416824742444,0.26540199516361945,0.49860331719855444,0.2739700504864824
0.4970659134051672,0.501601816701729,0.5019198204599316,0.2603420134672015,0.49919346154890454,0.27498261916522604
0.4982845114599333,0.4987716116419616,0.4996583909330682,0.26248090451093514,0.4993654851492036,0.28083774657373856
0.5035451562253479,0.4991817876574869,0.49905786936960206,0.25676277706024314,0.4998968928825185,0.2756531310191627
