nuc,vac,pox,erl,gvh,mcg
0.501962373610597,0.4972091568136522,0.5029795126883487,0.25876188940893424,0.5007029889685222,0.2760170869308559
0.49695396643609246,0.49969396332986,0.4991635894024539,0.2608974485442647,0.5030936691027105,0.2761197470002492
0.5021188789164561,0.4987696615992508,0.5019812217875728,0.2592223803554361,0.5007832019078335,0.27416229102802764
0.4999954756205529,0.501937696702037,0.5002635634084195,0.25952429553036604,0.4992575369000053,0.2797504941061302
0.4990362151315085,0.49832713181222105,0.4968258376789928,0.2648587930143144,0.49988993871777027,0.27553310889855104
0.5021975244077765,0.4991264899207559,0.5021391549141625,0.2570622331188571,0.49935122092913714,0.2711683729343936
0.5025867066120857,0.49906213734868216,0.4986717853346085,0.25956082965262706,0.4991489216355771,0.27752856196165415
0.4935199642073806,0.49738765094441495,0.49943627845356836,0.2641547586017283,0.4998999886382894,0.27635421269154736
0.5022654066958482,0.5003280633246509,0.4996080903581176,0.2595446248954169,0.5006113358006009,0.273367512067912
0.4979110093858035,0.5022229145221124,0.499426247619388,0.2642942139158243,0.49948390022184586,0.2783366166435926
