mcg,gvh,alm,mit,erl,pox,vac,nuc
4.782956666155052e-10,6.104493897251462e-10,1.0630163130172892e-09,9.807769590049945e-10,1.335097472189744e+39,192771552230990.22,2.4899268594862224e-09,5.1262667105200794e-09
1.1259479034032032e-08,1.2468951510303861e-08,6.193160081052819e-08,2.389611718862536e-08,9.725536718026414e+51,1.1223075742196586e-08,1.59141067473062e-07,2.7707949253871756e-07
1.083026312524643e-10,1.4338424830743131e-10,2.761596641233922e-10,2.0780369627819008e-10,1.7178530620917412e+27,1.1773239148752136e+30,7.95917911779496e-10,6.971011132301383e-10
6.437200283462872e-07,7.865424950995869e-07,1.5496089974479865e-06,6.009412051274355e-07,4747.798379692884,1.4478000315177794e+32,4.6793431025289154e-06,6.593878402992521e-07
2.3435275644454853e-06,2.051716538853097e-06,1.740271220644769e-05,3.5971836999251297e-06,0.7446390423785446,1.0766838716657841e+31,4.02665190095503e-05,1.0290937059528096e-05
5.0081949920488644e-12,4.418326337150232e-12,3.0829100369930236e-11,7.868501948752582e-12,5.448079621871684e-08,1.5085653791431954e+72,1.0230898127316127e-10,2.2155763946092053e-11
2.269720287900064e-06,2.6681331190896414e-06,4.101988394287179e-06,4.426336428481316e-06,8.326503783763684e+31,2.719199156973409,1.3887074507426404e-05,2.892456613146359e-06
8.168665595772054e-09,9.809942470590139e-09,2.7968954277627035e-08,7.290146411108553e-09,6.312441823145024e+54,3.583383065287644e-09,1.0918343655526586e-07,2.4781212814521156e-08
1.7594961943501572e-16,2.1727317093024738e-16,4.3452035731518384e-16,1.7450218548914097e-16,2158900630278315.5,5.699311965796185e+77,9.75683824732681e-16,2.873626890724742e-16
5.189992496065619e-12,6.010107556663745e-12,3.17300552315928e-11,4.964576531071687e-12,8.526535716667283e+17,4.00645904515578e+46,7.688004308618911e-11,7.749096096091578e-11
