mcg,gvh,alm,mit,erl,pox,vac,nuc
6.181435797492518e-10,5.216972843801972e-10,1.6094247879032064e-09,1.6400022849226377e-10,9.770368507096962e+64,7.498108977812985e-11,6.0428078527598524e-09,2.653844332335161e-10
9.129638552317577e-08,8.20332310883525e-08,3.599181251529922e-07,1.0528246577713739e-07,2.43580227623356e-07,1.3816256268063089e+47,5.630279805391998e-07,1.859663821936056e-07
5.692977919108461e-09,8.190447771321995e-09,3.7163864132621336e-08,1.2021551945386344e-08,1.2717788271407442e+53,1.5770450415332947e-08,1.9340572344220758e-07,1.2375035248118177e-07
2.0637658499475498e-10,1.8480610010451016e-10,8.886960944140102e-10,3.5842670135001796e-10,1.1189872544621277e-10,4.929609253627443e+65,2.807695191016111e-09,5.314740383278706e-10
4.103398761717742e-11,1.5046246551828323e-11,4.034250005709582e-11,6.242123084138398e-12,3.193928796438406e+73,1.3383260693714439e-11,1.3371629985583872e-10,1.1252821983401514e-10
1.8074904622209082e-12,1.5956186892137147e-12,1.1131293499505747e-11,2.832720648238684e-12,5.3429012124426286e-05,6.933184201671577e+71,3.6830508504044626e-11,8.059867288662354e-12
8.730077080519624e-10,1.0769880736890315e-09,2.1479383701061375e-09,8.606621023941408e-10,2.590045581572262e+58,3.2907409875549686e-06,4.813764406913283e-09,1.4022666078452422e-09
8.860525739456974e-09,1.43499271129855e-08,9.61734509741058e-08,2.982593367801853e-08,2.341402153624551e+51,2.083684457447785e-08,2.0353970165406466e-07,2.7611148143116637e-07
2.8574571611912733e-08,2.4024445834832748e-08,1.6848229822969017e-07,4.9645293397954736e-08,0.0012263396508902522,2.8124560078387894e+45,6.332132165061668e-07,7.974217078708089e-08
1.0029785949596152e-13,1.2905526700216542e-13,2.043580003180437e-13,8.638995633302101e-14,5.627492086813567e+81,4.989530487784652e-06,4.2312107436110403e-13,3.6833116991500314e-13
