mcg,gvh,alm,mit,erl,pox,vac,nuc
8.659598807422151e-12,1.9789615398046307e-11,1.782060710286674e-11,5.553935315638796e-12,2.466317959759656e+77,1.1475005559275884e-12,5.44443078622924e-11,3.826371298345754e-12
9.083824631990245e-14,8.112592168653682e-14,5.789361078117637e-13,1.4025305492540829e-13,0.023964547573828574,8.575150459613973e+76,1.8066015588357867e-12,4.5014795773484937e-13
1.9276559829919454e-11,3.516942301358482e-11,3.7402078399302325e-10,1.0176683813541958e-10,1.2104646539780656e+62,1.4541438049800502e-06,7.446939184012056e-10,2.956418637799645e-07
2.957973602456582e-07,2.8868672787729374e-07,5.364005511670668e-07,2.3235861674732725e-07,1.8878555527992288e-07,1.6680246964882907e+45,6.798476032315485e-07,4.388823152049588e-07
9.72091230250768e-08,1.2983993693732355e-07,2.71968965840164e-07,8.41208039154879e-08,2.40076739433181e-06,5.285719886849095e+45,6.718509660441209e-07,4.061951562507109e-07
1.3052679414174957e-07,1.6658833229761407e-07,8.691009230801786e-07,2.826861678276103e-07,2.136788351258336e+43,7.241027851385484e-07,3.8774633028589615e-06,3.1201218635455208e-06
4.715303541377492e-08,5.4984295191360396e-08,1.2900565081022776e-07,5.2258159940033464e-08,6.792811416375553e-08,6.437303772143385e+49,3.135654713775794e-07,4.1726027445387696e-08
1.1963546300927263e-10,1.4738809381090413e-10,2.934505002877795e-10,1.1917388770996738e-10,4.970409539195586e+65,2.6022124140862336e-08,6.5649330030056e-10,1.9098378005645656e-10
1.7922451151465546e-07,2.3919629670942094e-07,8.966591554732533e-07,2.796138687830815e-07,4.993682194232915e+43,1.5287823047261888e-07,5.000791066996463e-06,2.437007076501455e-06
9.089345009227418e-10,1.1001950825564883e-09,2.331922908597261e-09,7.447425905698075e-10,1.1709162738682142e+45,130676425.95913877,5.57999775796239e-09,6.744041244318799e-10
