mcg,gvh,alm,mit,erl,pox,vac,nuc
8.46289798562781e-11,1.0284688811744309e-10,1.8394955729480354e-10,6.458571731760242e-11,39583322.18846028,2.1913139431913596e+51,3.85747118412434e-10,2.890247074799481e-10
1.2725978328305152e-11,8.304347439272064e-12,1.4773726038190843e-10,6.433929778482607e-11,2.029218419552274e+31,1.7084355677609142e+31,2.6040656013246415e-10,1.1027006507689523e-11
3.4528128842861645e-10,3.8175925179747e-10,9.081348850646991e-10,2.1507264263191535e-10,4.0064611564864444e+64,1.0099573800364448e-10,3.7029561806134534e-09,2.592324108920117e-09
2.838453109262679e-14,3.638751521153425e-14,7.242868140603707e-14,2.6679193875181868e-14,9.239627885999403e+47,3.9117042225097e+31,1.7764942961193122e-13,7.803659059155097e-14
3.5653422152180156e-13,3.9657984050197726e-14,1.0876570870780258e-12,7.302276947909074e-13,6.2305795112826234e+35,5.821247224473558e+38,2.4941216538221246e-12,9.843640202237308e-14
5.612878113607586e-18,4.956014601511963e-18,3.371232621079661e-17,8.672324313951313e-18,1.6346920119511156e+47,2.6603964756866885e+53,1.1198703395653861e-16,2.5246869409678868e-17
9.807884450152937e-06,1.1143966907385213e-05,4.587350786896963e-05,1.3892191506739576e-05,1.4416642201523405e+32,7.566299324564097e-06,0.00015563571096987078,8.456589329328068e-05
1.560153478399858e-10,2.7347730338382046e-10,3.9623382263686205e-10,7.563803275613163e-11,2.678201374232388e+68,2.7053433874229855e-11,1.251194494534257e-09,8.626391559279078e-11
2.0326418786604527e-13,2.332759013874779e-13,4.1104304876975425e-13,2.1991104578253586e-13,3.3997622680310074e+58,8.598190000546435e+16,6.935050931972741e-13,1.150878985911545e-13
1.4340123594917077e-10,5.992980781532597e-11,6.574275081583223e-10,2.1470914084112113e-10,5.646753378963372e+28,4.82148998513871e+28,2.2384936085118123e-09,1.3526015052750882e-10
