mcg,gvh,alm,mit,erl,pox,vac,nuc
1.7897760944989518e-06,1.9687662821536115e-06,5.8092800467801684e-06,1.5956953206955752e-06,3.64844049219021e+38,7.60590568178315e-07,2.3339224460500366e-05,4.727050328607783e-06
6.463786404117441e-09,7.085798563325899e-09,1.7029498675699675e-08,5.948970848364536e-09,8.2778226448197e+55,2.1732014744382773e-09,3.4866115700542195e-08,3.4360606592457935e-08
4.709044456592902e-14,1.0740219654209132e-13,1.3105909714943e-12,2.630802250923414e-13,4.3710733401804125e+82,3.415712726701787e-11,3.8540717064540555e-12,9.965737592478297e-11
1.6832268555364272e-12,2.0785830639939705e-12,4.157004306498075e-12,1.6698078419773042e-12,1.512643977842207e+64,106042.73293480843,9.335728543387663e-12,2.749648272072876e-12
3.196763224367643e-07,3.5789969423011984e-07,9.616639082881413e-07,2.875841660993811e-07,7.254900682411837e+43,1.233274157010917e-07,2.942516597747909e-06,1.2004107902788123e-06
1.9100642355599238e-13,2.411990668097648e-13,4.886878683900939e-13,1.3665989948383573e-13,5.954631932731662e+61,9065499015346.914,1.0341208159169168e-12,5.822182731715322e-13
0.0008399695140140934,0.0006311728582419779,0.007946527498032627,0.002133430421275367,81451656.40110315,78185751.25043556,0.016581665591779763,0.0010536020344246726
1.3661139203307213e-09,1.5527028790102092e-09,4.078755888746433e-09,1.2972264887302378e-09,3.3752716888275495e+60,5.372819040187542e-10,1.2137006995064121e-08,4.0481691475643016e-09
5.3902735192944366e-15,4.755357250168383e-15,3.318386492691851e-14,8.468325974480641e-15,742.1465476346971,7.124861442751327e+79,1.1009979752488304e-13,2.384673352141983e-14
7.37522916128034e-07,8.889459180244928e-07,1.4884562552131237e-06,4.343592371842493e-07,1.8132765662710532e+41,1.5819542673971721e-06,1.9270030050164305e-06,4.267992408379322e-06
