mcg,gvh,alm,mit,erl,pox,vac,nuc
1.1979538458284524e-06,1.3650783105193315e-06,6.1702811101335546e-06,1.6797270578502021e-06,7.680230012823881e+37,1.4707969144356585e-06,3.706799469534287e-05,1.4090702643353988e-05
1.8016534819161237e-10,1.7944978082464622e-10,8.252823833143984e-10,2.737925513772961e-10,161540942.14650068,4.199451873555269e+47,2.9989820037963443e-09,6.728411110263526e-10
3.4383468093938e-10,4.3745496994011444e-10,8.981374097589586e-10,2.8174049167307734e-10,178.8703104509442,3.916229669030645e+52,1.1878326915638e-09,3.1576444218564217e-09
1.0060252340605e-11,8.875250235304195e-12,6.193406981633682e-11,1.580502509128789e-11,6.497523808528321e-07,1.9254213449134476e+69,2.0548771157112304e-10,4.4506781847882746e-11
4.3609978912099463e-10,4.0958475192428583e-10,7.497307293415111e-10,1.385281534620773e-10,6.60646469035677e+65,9.535623037219585e-11,1.910320135509169e-09,4.479222545019576e-10
4.544512082273588e-16,5.618799713878569e-16,1.118173628417183e-15,4.4277649715531335e-16,2.4324922003001355e+49,1.4824668764978462e+41,2.509224556562291e-15,8.741770413352582e-16
2.1990444279484132e-11,1.4313530303996182e-11,1.073047108779963e-10,5.6711411776790105e-12,3.1983213253380497e+74,2.6713570021871426e-12,6.212678505105792e-10,9.835514470189516e-12
5.002936877132261e-06,7.509651920671508e-06,1.0688048082819603e-05,4.250196326866843e-06,2.0226442421025934e+36,1.787108725759381e-06,1.9661035405482308e-05,8.244625163114182e-06
7.59955422364286e-14,8.767381106337066e-14,1.8827875131862664e-13,1.2157904695467235e-13,42568503412.689354,1.2892167306777566e+67,4.277547566076923e-13,2.793011927596151e-14
7.394927742735182e-11,9.222913676551251e-11,1.7405372347909458e-10,8.315194430719831e-11,6.778880312768832e+38,1.074548150335071e+20,2.9957464630208593e-10,4.6425147483920175e-10
