mcg,gvh,alm,mit,erl,pox,vac,nuc
1.6531213108762392e-13,1.015707510277118e-13,3.744641589850448e-13,1.7901746228105372e-13,151.08764438634657,3.425329206572154e+72,2.687196835426087e-12,6.388372209278049e-13
5.61881584458165e-07,6.044607942695757e-07,2.329197568157305e-06,6.078090847650073e-07,1.719511091014401e+41,3.217961731798031e-07,1.036273447656321e-05,3.6270481589304197e-06
1.3923391152897751e-11,2.469177504157028e-11,9.340211043058865e-11,3.7381471831551655e-11,7.751091023088106e+71,1.1704568153857748e-10,6.35681261439397e-10,1.4445478652801454e-11
4.681403555659102e-07,5.544873411261521e-07,1.0627885598800985e-06,4.5405307559406296e-07,2.0943512607960567e+41,4.072733755988731e-05,2.3652358839624434e-06,3.957024953494408e-07
5.792461055525849e-09,6.524022416837864e-09,1.325156001879327e-08,3.3218350445136988e-09,9.35122562069825e+56,4.989701757219174e-09,2.8642602292731773e-08,4.498013620643832e-09
7.253506029695689e-14,6.399153979400076e-14,4.465486582395323e-13,1.1395510915425582e-13,6.529895266965905e-05,1.3638210788542727e+80,1.4815603336929416e-12,3.208809366808505e-13
1.6316376147494475e-10,2.282977290617034e-10,4.917157490019596e-10,3.359920247128219e-10,1.812125675120101e+66,9.125171254682522e-11,4.847470242437691e-10,2.0271557770763823e-09
1.4312884031008629e-10,2.0183284561043812e-10,4.165046854069166e-10,1.7279721101251572e-10,3.5968442030552147e+42,72631710683119.81,9.376070062171022e-10,1.9636118326317104e-09
4.0276106192391234e-11,4.9694376143879496e-11,9.917194267163486e-11,3.981977289404071e-11,1.4153813872727664e+46,617649233848350.1,2.2256375778334435e-10,6.502612099443523e-11
1.9259196091026873e-12,2.102271117540662e-12,4.337219141102466e-12,1.4469803696818216e-12,2.9857434145243146e+26,1.8473301714943348e+42,1.5915799320852228e-11,4.483050748172354e-12
