mcg,gvh,alm,mit,erl,pox,vac,nuc
4.207814361832613e-13,5.212830149233304e-13,1.0493995556876873e-12,4.148736731188716e-13,9.125262618312529e-12,6.367549173771684e+83,2.3936566930909362e-12,7.52893520582572e-13
2.147685075479317e-09,2.2473964064846733e-09,4.029772233320068e-09,3.231660312466467e-09,3.800079315959511e+47,11083.301646947592,8.103979420253323e-09,4.661045792509099e-10
3.3987349151077315e-13,5.600648734393128e-13,1.058461910040911e-12,2.8205400841010753e-13,1.7278954753317283e+36,1.2111036561769864e+37,1.1820101478674563e-12,7.114049357510904e-13
1.9850861243002363e-08,1.798882061459368e-08,1.469773434380586e-07,3.007517883683582e-08,0.00023524929462069444,5.573268451448545e+46,3.3376278535977617e-07,1.4477152190868586e-07
2.7717355000919544e-11,3.1856116289822716e-11,2.7082349233302723e-10,4.92607569227953e-10,1.8820048484279514e+66,2.989017670217865e-10,1.0598304108069225e-10,1.4239094601008058e-07
2.9960366534983544e-06,3.4947985902529763e-06,1.2468681110472206e-05,3.5953114295153153e-06,1.8168587308558757e+36,1.7626479479787659e-06,4.100938215694181e-05,1.622197494921936e-05
2.0419817170107666e-10,2.3263484925263732e-10,3.8672298662161707e-10,2.417312163106755e-10,1.9658347322687192e+31,2.6041487069663813e+26,4.93439818167141e-10,8.914431996988815e-11
3.882894645049687e-21,1.76993141844611e-21,9.087809879742927e-21,3.003336371386718e-21,1.9221306511331795e+65,4.3331172371095306e+57,2.5535585323941503e-20,2.5066608907391896e-22
6.9268792497842996e-09,8.098269056107609e-09,1.4334544632550541e-08,1.179687231411571e-08,9549717311.541084,9.106970769345826e+37,3.894227474488231e-08,3.11267391627395e-09
4.783436003902859e-07,8.704340804935098e-07,4.445288688178785e-06,1.1173324725389947e-06,1.3197364366651018e+38,1.637324318123083e-06,1.665706024833926e-05,0.00013434499083014149
