mcg,gvh,alm,mit,erl,pox,vac,nuc
2.2191273730797694e-13,2.7277281130762734e-13,5.427172476940949e-13,2.0004395889825946e-13,6.4378604846532115,6.031365710201796e+73,1.209593928230519e-12,3.239819415329635e-13
6.939865823929698e-09,9.683884643505798e-09,5.171249900798891e-08,1.4950604295830312e-08,2.1927879543034655e+52,1.402175962847894e-08,2.3181867644005242e-07,2.700209554470177e-07
5.595070674911968e-10,7.147220407054624e-10,1.4283854471016585e-09,6.451008908763397e-10,4.1064261543311254e+36,1.2250869928489146e+17,3.372663083187081e-09,1.5994854159888975e-09
3.1651287193928576e-12,4.040514347006907e-12,7.843902470908185e-12,4.413626048975301e-12,1.2600133076195418e+55,855434694346.1025,1.8183633075530808e-11,1.15239562161196e-11
5.17464501353604e-11,5.979000389434249e-11,1.8223442171605723e-10,5.771131895391296e-11,2.927397260648179e+70,1.031471432658306e-11,5.235350942418083e-10,1.9440828885177522e-10
2.1899702847761728e-11,1.980241559889107e-11,1.2836814878077243e-10,3.4869781857418556e-11,3.5652916836282124e-11,3.9473726143309525e+71,4.1148305982233147e-10,8.895737269629841e-11
1.358150755522263e-07,1.2449685674999986e-07,7.486284503157621e-07,2.07699570782143e-07,2.309485116775806e-07,9.873717607638826e+44,2.469349005388299e-06,6.754813487365351e-07
1.7343183985307506e-11,1.3198185032770228e-11,8.042474317125367e-11,1.6706972061237108e-11,2.2457952491843866e-07,4.199994728728427e+68,2.3631778673099323e-10,1.4586604654275548e-10
0.3087580169777124,0.529559230845127,2.2006454996871234,0.43873727634384885,0.559906803357262,0.15791019546173593,10.798473940625449,6.6347458457955
3.146874960618806e-12,3.94619609025036e-12,7.553482964302255e-12,4.119414619112479e-12,2.406078593782766e+19,8.17716819244217e+47,1.6881676244675245e-11,7.79167418982443e-12
