mcg,gvh,alm,mit,erl,pox,vac,nuc
1.0029335424709676e-08,8.842059990879889e-09,5.474226481739694e-08,1.73254956107054e-08,26086.01402407828,4.2908777958590546e+40,2.3062244335142842e-07,4.605857742223017e-08
3.285574927149719e-08,2.8974321597685306e-08,2.0287611364975816e-07,5.1573118218822504e-08,0.00038872548140147535,2.6438911500962988e+45,6.708962269025883e-07,1.4560594593872228e-07
1.0504126705359456e-12,1.2271095734280484e-12,4.377058679112803e-12,1.2631527365320847e-12,2.7548224302979404e+81,6.189778859276917e-13,1.4356035718887468e-11,5.732118946230137e-12
2.014403582529633e-16,1.837812508036266e-16,1.2573952352998501e-15,2.5681981072723315e-16,7.788487796335591e+28,7.3413413821930355e+62,2.861279471189745e-15,5.112851010457657e-16
1.2437787132600308e-18,9.944878364929275e-19,5.2137597486373344e-18,1.663676492128608e-18,2.9781146445400257e+52,1.8291482648102808e+52,2.3092285676401025e-17,7.409352664310708e-18
1.724179621301703e-21,2.129155047342473e-21,4.258160948257898e-21,1.710283137146012e-21,1.0162695739719675e+49,1.3665127766694994e+74,9.56218595487577e-21,2.8166981741958466e-21
1.3803374964079746e-12,1.6490520181668283e-12,3.334895593411891e-12,1.1141503280624515e-12,3.7869618588209113e+49,3.383417898174824e+20,7.171287032325039e-12,1.2867987952706177e-12
1.5230713818825648e-12,1.8914344568822884e-12,3.7409483881081724e-12,1.596960649047992e-12,3.695113432457186e+75,6.23540895314341e-07,8.479997106367855e-12,2.973884471534511e-12
6.934224806858644e-09,1.5985323762498405e-08,2.659504908800297e-07,4.8992068905578126e-08,3.754089270065394e+45,3.124279621074199e-07,2.712076892384424e-07,0.002176694999992529
0.00041787429059005,0.0005635440016570778,0.0012736833979640498,0.0008410862609263668,1.098567270203197e+21,0.0002105017358460348,0.0011896467678200137,0.014408677567849498
