mcg,gvh,alm,mit,erl,pox,vac,nuc
2.009119315648299e-12,2.1650616149651155e-12,8.001381567092249e-12,1.0791496974280307e-12,3.0800731168655055e+80,5.328779117376664e-13,7.12430362453975e-11,2.276911607297245e-12
1.9510223722729468e-07,2.5881707079638133e-07,6.974002796388e-07,8.136509609847424e-08,9.705529400508273e+45,5.287870671547922e-08,7.657096373026965e-06,8.880970069440966e-08
1.783628532200061e-11,2.2025611345338813e-11,4.404939468874028e-11,1.7692672486993726e-11,19.033206155453254,5.953886786139386e+61,9.891888907841776e-11,2.913684207896588e-11
6.391767945466315e-07,8.718152488233474e-07,1.946604923360132e-06,1.0285186610926843e-06,7.501291484763882e+40,4.2403444600384373e-07,1.8930450057593193e-06,1.4885602863712108e-05
2.2928422719305925e-07,1.990201150669553e-07,8.835099185123439e-07,1.7826893638702656e-07,1.957725754101853e+44,9.028067269155842e-08,5.505429444642971e-06,1.4298941934919265e-06
3.839602961352003e-12,5.665358841888619e-12,1.1285691352317348e-11,4.747720066913458e-12,1.5124565035637867e+69,0.0003086737706844575,1.4907950693346165e-11,1.2327426368549216e-10
3.0626107505003804e-09,4.163480166970567e-09,9.33179216167285e-09,5.947333856981006e-09,1.8675191910681825e+57,1.6802410527203711e-09,8.877230294107574e-09,5.0728283765316976e-08
2.7460030201091314e-12,2.4225648286996114e-12,1.6902994820940408e-11,4.313922367812831e-12,94384538658.65088,3.205179906851443e+55,5.6087281676341873e-11,1.2149822604892525e-11
3.844458878916755e-25,3.3949056308975683e-25,2.3730567769126416e-24,6.032358486209564e-25,9.421047496482738e+71,4.2988460045805564e+71,7.830088053418849e-24,1.6878120169044504e-24
1.0008499142164e-08,1.1510586665099468e-08,4.266107144942605e-08,1.1935817790450822e-08,3.3630439874379957e+53,6.11271123254125e-09,1.539505732109757e-07,5.3864410044077255e-08
