mcg,gvh,alm,mit,erl,pox,vac,nuc
2.2027489850008716e-10,3.0231435647076836e-10,5.974619694102141e-10,5.655337564653536e-10,2.1541668682817543e+32,1.2263301617646692e+23,1.9488733683811923e-09,8.632509135441735e-10
6.944840591756449e-10,9.750522830981689e-10,1.9692630440202225e-09,9.038974892840816e-10,1.0857714724778346e+59,1.4957047151922553e-07,3.547577995638825e-09,1.4400270889533782e-08
6.569630455237756e-15,4.5989009199873045e-15,2.2425843210291532e-14,5.457251079163313e-15,3.0533970993516527e+22,2.2691597858144217e+60,8.134222886903772e-14,4.7986365054954825e-14
2.1241316104986716e-08,2.246585913427004e-08,8.109639474321154e-08,2.2587060619058422e-08,3.448369470461523e+51,1.1427893450843547e-08,3.480194141400806e-07,8.341628341386602e-08
1.266617535435011e-14,5.106748310814751e-16,1.8482615750266343e-14,2.343887847446432e-13,4.512425443167784e+40,1.749908260481955e+43,3.707621954113411e-14,1.218958786389019e-15
1.3825038438586934e-09,1.2211332541471297e-09,8.501439508184337e-09,2.1769574209822406e-09,9939.89630642257,1.8743747378141652e+46,2.8252122126528375e-08,6.080493653024516e-09
2.778144368377902e-13,4.3055929177270243e-13,9.471966197622075e-13,2.1702044789176731e-13,223.967661829437,4.720260187801039e+69,2.1488195743949152e-12,1.7902769606782458e-11
1.7745830270814028e-07,2.168410469369934e-07,4.434027621544036e-07,1.5914455770107744e-07,4312.270816198213,3.692445200656891e+35,9.758331604804062e-07,2.3701527569572425e-07
2.0820195564053317e-07,3.6371098145249694e-07,1.8149342754781475e-06,5.400752807699327e-07,6.911136713671222e+40,4.481580368036196e-07,5.566502795869058e-06,7.814127162967998e-05
1.876217820184433e-06,2.364939611224765e-06,4.289939183905976e-06,2.747969563078142e-06,2.540852194855511e+35,0.0009034787463396576,1.0216076681853608e-05,8.151774313990051e-06
