mcg,gvh,alm,mit,erl,pox,vac,nuc
2.52906885784352e-12,2.2311771249981083e-12,1.556941713590399e-11,3.973345124277744e-12,0.0003151912800780869,1.572467367633049e+70,5.165911948745349e-11,1.118855029529347e-11
3.509121864312337e-18,4.333301052562782e-18,8.666247761151905e-18,3.480593497095079e-18,2.4344964204196914e+55,8.027957649078961e+47,1.9460329245660232e-17,5.732365648686075e-18
0.00025176519977875505,0.0003819463525228626,0.0005134721942494634,0.00013170663896822917,6.603363508550367e+23,0.00014628954033592403,0.000990644226441217,0.0016068714789396158
1.1527104342002905e-11,1.6533881988167816e-11,3.594553728630077e-11,3.259923491739665e-11,1.6633140239008837,5.622467738865296e+62,1.229508989736453e-10,3.8942123091131193e-11
3.881366392436648e-08,6.67863093445167e-08,1.336073971823228e-07,8.075593366892147e-08,0.0014382042865229909,5.1877957784078035e+43,4.405597176831409e-07,1.0877140354999288e-06
3.9595345146323823e-05,6.740348578300646e-05,0.0001317957467821378,5.9840672529789e-05,3.89484862358925e+27,1.806190014783981e-05,0.0002040271797544905,0.003310042748957349
4.976262329367423e-13,4.518238960364637e-13,3.7427015771534665e-12,4.262488308087736e-13,1.9774476275813407e+30,6.883638215982282e+40,6.264471891404086e-12,3.2694269959772595e-12
1.3176713356379625e-12,7.415160868926092e-13,9.370945314319279e-12,2.6768182585201846e-12,212067.75665801507,2.2736951134128926e+63,3.76166462378013e-11,2.249484946760309e-12
1.3249372808720321e-08,1.543776803701886e-08,5.534872648298749e-08,1.5906650229689265e-08,5.37878513142161e+52,7.846057584859256e-09,1.8360648771924477e-07,7.166549329043909e-08
0.02047661938323778,0.03127966387608651,0.040027471778391645,0.010942772885493404,57042732257.00085,0.011582497362880317,0.06829851535846296,0.0789914937223631
