mcg,gvh,alm,mit,erl,pox,vac,nuc
8.084230136890054e-08,1.1972074452318138e-07,2.5766928407697634e-07,2.2652206339045835e-07,0.0024570545354267574,1.9029615803139754e+42,8.267120311468847e-07,4.579517140686486e-07
1.7817663797833407e-09,2.949820483146701e-09,4.337706297453927e-09,1.833291058593068e-09,3.23069579929737e+58,8.871314334662884e-10,6.506144528066558e-09,1.2830818113928634e-07
1.0144033024077562e-05,1.166972772231849e-05,4.319616754873826e-05,1.232396276628625e-05,3.296299464318086e+32,6.160001623935007e-06,0.00015151487745324605,5.157868461751808e-05
9.728156361248097e-09,1.2564026570993417e-08,2.80824774448292e-08,1.2495878874273473e-08,2412317.5726800426,1.1821919439469444e+40,6.461464485704519e-08,1.26527506134993e-08
2.201420990631547e-06,1.8805587999850131e-06,1.1064249306695277e-05,4.05257444022682e-06,1.307498582339628e-05,1.1443372159911852e+36,5.300742132696286e-05,6.792428871628299e-06
7.831617939026458e-12,2.2858174474827337e-12,6.704553054332942e-10,2.5547314337920677e-13,3.70409041799258e+72,3.0175664238793004e-08,2.3025618574586033e-12,1.2671912236641585e-09
1.1003673424181809e-14,9.184871047459024e-15,7.519971950969177e-14,1.1184516597688556e-14,197.76356315909325,3.926202279243908e+78,1.4440155802859178e-13,1.0492161741874947e-13
4.846987022935571e-10,5.911804971515847e-10,1.155084214756342e-09,4.437721995141902e-10,42231343261430.71,8.045771933594347e+40,2.5361425969261905e-09,7.900562664011037e-10
1.3867230015168086e-13,1.2498209674156476e-13,8.896089511046899e-13,2.09265193390355e-13,0.004423133776154388,5.104401569510158e+76,2.7308261467320903e-12,5.026866720091359e-13
7.384185219609824e-10,5.932287129058028e-10,5.077307508143251e-09,1.3359700282997876e-09,0.03896870209498301,2.5146721937242327e+53,1.6079348103564733e-08,2.135892124766427e-09
