mcg,gvh,alm,mit,erl,pox,vac,nuc
9.927228642464537e-10,2.443592909698963e-09,1.986403675690401e-08,3.8109511973129786e-09,1.8262865822229347e+54,4.16063320736083e-07,7.093403959402758e-08,1.0103205095339921e-07
1.1433778801185315e-12,1.3097215778952778e-12,2.1099291463241814e-12,1.7192066753165662e-12,1.0894454722984562e+23,9.143423476085132e+47,3.2336378985549025e-12,5.715175249132066e-13
7.410730164944911e-09,6.470236298338017e-09,4.46875536711039e-08,1.4032609703804209e-08,0.553557792304803,1.0324425238779927e+46,1.8610785118350294e-07,3.1268013005813247e-08
1.5265474088163957e-13,1.2606500898890283e-13,7.119594368141239e-13,3.0376356570552475e-13,5.14797295101357e+16,2.2271195430408264e+57,3.3996892244502674e-12,6.164320454750073e-13
1.4982763668298473e-08,1.344646981527655e-08,9.640218032467936e-08,1.842553795007361e-08,16.944204368480012,8.685946187038379e+42,2.5025057437082364e-07,7.587162022874119e-08
5.0472024957263366e-15,6.269828166633757e-15,1.2529096128912573e-14,4.926386264362265e-15,9.591694005214563e+80,2134.3102910045627,2.855399685404835e-14,8.758417613211411e-15
1.0694269764052785e-09,8.710476654109202e-10,5.59132808378477e-09,1.6269212159571958e-09,2040623064799256.5,1.3630626977480407e+36,1.9329243425000494e-08,2.194987066821803e-09
3.056142093231024e-09,3.2642593275106994e-09,6.32299456301965e-09,5.681484792611697e-09,7.209519020341666e+35,374908312323591.4,1.3858076975324655e-08,7.449426094927963e-10
3.1770250729967644e-06,2.9286778710324717e-06,1.345035380034e-05,4.598976564239983e-06,4.824244022186806e+35,1.62384907728634e-06,4.8851585761330734e-05,4.540035525709696e-05
1.8966556143443213e-06,2.419570713964829e-06,4.099728753005645e-06,9.939647080109723e-07,1.9053895044634643e+39,7.67717177304377e-07,7.968411483365482e-06,4.5876505807630285e-06
