mcg,gvh,alm,mit,erl,pox,vac,nuc
0.013052156868677868,0.022916971781124056,0.0293508332979736,0.011731984367450349,185068105128.42444,0.008750764018169467,0.03849017569540195,0.15575468886860408
1.7741226128957188e-11,1.9984664417866018e-11,6.947203920647509e-11,2.6621010909719902e-11,1.9435437427475964e-09,3.1143352473363753e+70,3.5768747915732565e-10,7.04403491101851e-11
1.1037958498993892e-11,1.2894553458008747e-11,4.599676809173109e-11,1.327355004103464e-11,1.9467017644805543e+74,6.504614352069293e-12,1.5087330230394346e-10,6.023614295632902e-11
8.39125246959428e-08,7.611427911351382e-08,4.859747242713076e-07,1.296730672501974e-07,1.1557864570505976e-07,3.8820635028934904e+46,1.5813363761579945e-06,3.50170140077969e-07
4.12617597242932e-05,6.083964237350196e-05,0.00010928125177913264,6.453111883756534e-05,7.732834763642682e+28,2.2075227333789093e-05,0.00011587234980446653,0.0002855794919133419
4.059262260778298e-06,2.5191116967387616e-06,3.993280518533579e-05,8.805871352461802e-06,681095177907095.8,587112394394990.8,9.499749288007453e-05,7.320860148052255e-06
2.9873678064164154e-11,3.7021627030204145e-11,7.141021369840132e-11,2.89821183898285e-11,1.1369863202002047e+64,0.0020353888980527654,1.5482194497759958e-10,1.2193550563385817e-10
3.5445384989626643e-08,4.6300822951621315e-08,9.466676687785083e-08,2.5991304436138444e-08,2.8721862706690143e+33,2275511729.6003656,2.2938355140112706e-07,1.651855364082636e-07
6.515962968674839e-08,1.0072210148114611e-07,1.2381035445760752e-07,3.421962849763833e-08,2.45917582241953e+49,3.542967237504903e-08,2.0736129699226216e-07,1.9905813900220005e-07
3.230485779711265e-23,3.989263995016255e-23,7.97815330727979e-23,3.2044185208057015e-23,2.8490762626996747e+61,1.126741187452589e+72,1.7915796954842254e-22,5.2774411882735135e-23
