mcg,gvh,alm,mit,erl,pox,vac,nuc
0.45850518301033244,0.5522024530790342,1.1518739135718234,0.4469735558732109,3.719717023754141,1.1481774252987964,2.355627569503052,0.7625092413462087
0.42094935181817866,0.5256280905611299,1.0628531165338924,0.43334988349645687,3.5585336414347783,1.5677168092485387,2.553806853801017,0.6887362073017503
0.44155964978425,0.5665403253037367,1.103781221019635,0.43221339955583704,3.0537191579887755,1.2081916325044466,2.787599244414015,0.8147104912705598
0.42738521750904096,0.5291799939333948,1.0878469297946982,0.44273768622158294,3.2110989092091184,1.5745144353909826,2.604094024950421,0.6972777612244312
0.43792990216944316,0.5086121639963113,1.0573626163182883,0.4254009939729122,4.2837818329757065,1.4187770953237429,2.2978560741985667,0.7146968513248757
0.43839508141214195,0.5433370257000744,1.1536507021295586,0.44885286448146977,2.9143630375103164,1.5509881525637186,2.5738184808663043,0.6968778240829492
0.4245577647506876,0.5450325129296627,1.0593524817960427,0.4254832061871491,4.1176805064294735,1.2906899567567474,2.5247492085339793,0.7145375695705893
0.4244669320750609,0.5018271385363545,1.0980762358070544,0.4295367002763161,3.342735520545063,1.7742161351972205,2.272009629967099,0.7386700927410734
0.4404201873824858,0.5330962518166618,1.0526925114038188,0.4445294896074849,3.7027645625791523,1.404601195428165,2.4072738039913855,0.7269765817074079
0.4337962627627378,0.5341355060026398,1.084568673370646,0.4314089240278439,3.6530113638015638,1.6377751261793185,2.2512796188554547,0.6848285085621911
