mcg,gvh,alm,mit,erl,pox,vac,nuc
2.0215314488278415e-06,3.0138371076480982e-06,1.6761314189666377e-05,4.9152248518708545e-06,1.4177055661896702e+34,2.0532356293818606e-05,7.229336449518997e-05,9.467274989094195e-05
5.888981055531e-11,7.441209299131577e-11,1.6058461554262605e-10,9.445534940455097e-11,6707.953653570362,1.2010110881588296e+56,4.3136456556046234e-10,4.329166509136781e-11
2.768012459986984e-07,3.3573642044447863e-07,8.165531525266303e-07,3.526447944198268e-07,74.17271202685893,1.7045253116071696e+36,2.7113228433766253e-06,1.0901411156329961e-07
9.56907882353961e-15,1.3082139082344368e-14,2.376084216820163e-14,1.8395374957589988e-14,1.1681760312392812e+38,2.2147584298368012e+43,6.215806778161848e-14,1.1364451294278062e-13
3.2408500708750944e-09,4.194031754745782e-09,8.12036455842829e-09,5.158834261441454e-09,4.063019033226037e+35,31945809546258.55,2.9347058969457547e-08,4.61057300790144e-09
9.027356837866319e-08,1.0206596511031073e-07,3.2982298293469137e-07,9.508098496576274e-08,2.4383920357074833e+47,3.8592382321233435e-08,1.4760637720069038e-06,2.491572997771772e-07
1.4229155425701413e-08,1.1748109349444356e-08,1.2585406317119192e-07,2.2611762479262324e-08,93.90247793433412,8.471747112043567e+41,3.383262660795566e-07,7.810259949581456e-08
3.387811042368058e-09,3.2210464092360293e-09,1.6862010463655356e-08,5.344282343370436e-09,0.00011173826661390323,1.0921948022381509e+52,6.302545109541612e-08,1.322108482885662e-08
3.652313845581831e-10,4.922615678347762e-10,1.004929931361991e-09,5.353384289174284e-10,2.0941206999983813e+19,1.3728684294039825e+35,2.6061769389086326e-09,1.379867076959135e-09
1.362794708677324e-06,1.6676140530923124e-06,3.312816662042602e-06,1.2428152955329598e-06,2.6491841758065153e+37,0.0002435286035544485,7.094831706626455e-06,2.3348866110305407e-06
