nuc,vac,pox,erl,mit,gvh,mcg
0.49593642869072324,0.49727542019320864,0.5008531720230649,0.26172957564105187,0.5057631698258869,0.49871915429736907,0.2749845177618212
0.5020062018848568,0.49692714457003917,0.5004512473764563,0.263266864526884,0.5049099765596857,0.500527137978606,0.27652865027803586
0.5041125398368407,0.5037992740374173,0.4985167228882996,0.26646472137663574,0.5055313595512911,0.4979739606296862,0.2785054174298159
0.5010716843031959,0.49963355458838427,0.49886492374420555,0.2630067660060567,0.5034298057322296,0.49968376058825253,0.2786606681194976
0.5066109961786547,0.5033893931039617,0.502350258456012,0.2585671395416335,0.5068577283326297,0.5018122573808215,0.27444683026313954
0.49799066815852355,0.49967685419532004,0.49838081163824016,0.2610704486000002,0.5056628553560069,0.5004994191156381,0.28072545512054986
0.5013722085686361,0.4969103031778247,0.5038609268026296,0.2612012877943244,0.5048884286791484,0.5006221412840923,0.27662024862012885
0.4946587210907647,0.49901791705876375,0.4971336027399412,0.25975966855835964,0.5027547540573485,0.5026650229653329,0.27357143681148904
0.5019959615993874,0.5024691033205083,0.4974324055802107,0.26095543091391754,0.5051746244721662,0.496990956544949,0.27469419226300934
0.49714703024925,0.4985111785290315,0.5031877226094871,0.2590503255534732,0.5029958452925004,0.49809375781495563,0.27291324251380855
