nuc,vac,pox,erl,mit,gvh,mcg
0.4963026009837408,0.4971105834031954,0.5040388767410448,0.26266521949324534,0.5036804223883654,0.49994997361445426,0.27498867988775355
0.5003124392008302,0.4991850276225538,0.5007451063285492,0.2592877244626024,0.5053039983891217,0.49920290114701915,0.2785995083328083
0.4997340997767669,0.4981706402491003,0.49865655750427373,0.25852173409315177,0.5032650368399755,0.4995225677388971,0.2767917049294441
0.49786277359365183,0.49925176644734237,0.5001430028798505,0.2610130017071388,0.5043340325069513,0.49911369534795874,0.27194968448853374
0.5023716808006231,0.498252558712426,0.5013810951108608,0.264601826536528,0.5061055277350287,0.49941384345863493,0.27788317992451184
0.5011965975168287,0.5019390447828148,0.49762258427928335,0.2612491655236892,0.5044466757291803,0.5017934324044975,0.2756080694543386
0.5032252139111939,0.5032915023778162,0.4992629087670876,0.25928859449951164,0.5043816985477674,0.5007592366467355,0.2746629310029114
0.5021550722953437,0.5025876519213491,0.5001950786072035,0.2630099750573588,0.5054732161293952,0.4987666977075868,0.2755732651895657
0.4985510795474684,0.5000559918931172,0.4999178559004187,0.26087839796220846,0.5046319332370537,0.49979768461749674,0.28018408039225073
0.4996214517885968,0.4998041291852833,0.4985621842754044,0.2611227094116706,0.5056225888172231,0.500710873291341,0.2755631134484456
