nuc,vac,pox,erl,mit,gvh,mcg
0.49731800956997535,0.4968339435408785,0.4995009727861287,0.2655202261829556,0.5044608585439655,0.5000572589691297,0.277781577774981
0.5019049908344956,0.5025815956097462,0.500227717111547,0.2581601326455874,0.5043757603895144,0.49839039606181956,0.27267360989125244
0.49915748628414275,0.5016945689533251,0.5008095259601802,0.2610151834846678,0.5073341772402058,0.4991256613014681,0.2729670297438116
0.49939698163755125,0.4990368104374046,0.5007003498452133,0.26110918451278264,0.503985214593441,0.5014777269980997,0.2776763098497676
0.5008860854850307,0.4981534172544275,0.499958874577998,0.2605199837838264,0.5060883474550512,0.5011947352471993,0.2772130893876924
0.5016904531361958,0.49959401868637526,0.5020200320437427,0.26280074908335893,0.5048257938775208,0.5000750780968877,0.27673265906214173
0.49704234652244755,0.4980379652645672,0.5016123451335915,0.259919459176264,0.5039368691821327,0.5000422251418265,0.27580039735421974
0.49994841191252465,0.5009620213894425,0.495731626481209,0.2592132424801843,0.5044811573743313,0.49811901217852506,0.275851935857427
0.5017327601329857,0.5018293989632137,0.49923101683162624,0.2609834032611088,0.5040288816376155,0.4990845212385466,0.27728557187788777
0.5018156610057356,0.5007282040299177,0.5004630031957189,0.2627174660580692,0.5035849203145267,0.5010824394930824,0.2780449572345341
