nuc,vac,pox,erl,mit,gvh,mcg
0.49744087738600296,0.4984992651807963,0.5012572283899633,0.26194175592360286,0.5043190793194703,0.5003142682093679,0.27698008712980476
0.49873460708526174,0.49931763908620186,0.49806307292417246,0.2619143873823974,0.5051744944383812,0.5000712619811006,0.27688219145999377
0.49966821861802396,0.4989774286474393,0.5004526385360937,0.26159035480907,0.5040970626973392,0.5000829227433092,0.2764360174831738
0.4995552567099365,0.49829372445911363,0.5005765632470753,0.2587207033446902,0.5040393958447358,0.4996827414138592,0.27640949442502183
0.5027081211026401,0.5022880196047718,0.5000049720456715,0.26559770244474235,0.5037235905198086,0.4984229068723575,0.27432889998885485
0.5006265535442467,0.5001401562468147,0.5000546824911165,0.25979450250347513,0.5049576273490072,0.5006826544270027,0.2766017482009795
0.4992954882767753,0.499844621266635,0.5009098042218826,0.26158758479591704,0.5051869308564434,0.49759708753894966,0.2746086601064763
0.5000668472328555,0.502077379475078,0.5001548806052847,0.2633152321925552,0.5049253073631541,0.4992320610573746,0.27359907338474904
0.5030264348408057,0.5012162167194287,0.49944590946342354,0.2587285763927933,0.5057539206148844,0.5020845335211019,0.2765771146396488
0.49992912931594446,0.49900782558333345,0.49925302279426087,0.2586903950594157,0.5049296784962692,0.5007978621503476,0.27957821533366434
