nuc,vac,pox,erl,mit,gvh,mcg
0.5017839312007517,0.5003112873573916,0.5011153754839349,0.2601220898175644,0.506060781226911,0.49987192578999246,0.2805291423478926
0.49871224792007446,0.4990672877170973,0.5005974483313311,0.26240620265551295,0.5066041799983431,0.5002011018442193,0.2747618479449226
0.4978336911223769,0.4984558565509257,0.49851433957879926,0.2579285489684677,0.5049958097606789,0.4998715070343272,0.2767462052333255
0.5027673598935198,0.5006224562996112,0.4993881682278992,0.26447995853422285,0.504286302309107,0.5006538385070183,0.280313756437499
0.49617520430745043,0.5011123698939877,0.49954907032306295,0.26501266303965926,0.5034086372323531,0.5002341550724382,0.2753602603006713
0.5011897044817677,0.5004537314656506,0.5017897389601498,0.26325088563076426,0.5057467141880194,0.498413863091377,0.2738453445615482
0.5004887053866656,0.49880259027273777,0.49871359164120743,0.2588646427034646,0.5027142134890081,0.49839769734578077,0.27937989559506016
0.5035122061126419,0.5028449755566522,0.4981460224613137,0.26219310991115136,0.5046683490478374,0.5003890106849863,0.27196020237095825
0.49919919397491674,0.49843559138435445,0.4974006443159591,0.2606343452784442,0.5034330898853605,0.5026374586988297,0.27690125231962787
0.5010031109432235,0.4969508900917149,0.5018297961292412,0.25876742708000716,0.5050470349645457,0.49837540635310623,0.27557047527770273
