nuc,vac,pox,erl,mit,gvh,mcg
0.42734777888566977,0.5127962440791364,1.0792381267878857,0.41692164835737544,5.919657152843957,2.42125844724637,0.7075616471977711
0.46271031411215635,0.5698709655224964,1.1679564050826654,0.46501584375117794,3.5226014882453818,2.6645670184782824,0.7439260112968005
0.4630338535523393,0.57326555002417,1.0559857828271042,0.49063201056050587,4.280442906407095,2.331269112648488,0.728679148733017
0.47470435771566244,0.5617465556523351,1.173789832049392,0.47710000950735343,2.9965374246788,2.6988725206066317,0.8280079705602384
0.4745800275104552,0.5745600004600491,1.1929607578178563,0.4756224184125722,3.0818136416396853,2.5536936002890465,0.8212805137806987
0.44075915164714363,0.5632447153918859,1.131055498024019,0.4325202866411294,3.986291691678965,2.603607948117798,0.7933530129487115
0.4583574269411607,0.5570796165057571,1.1851903542394397,0.45858375012843133,3.7186956746768614,2.561992132674406,0.7563159494977201
0.4638350455395878,0.5596663517012852,1.1606982782208264,0.4996605624927192,3.393067950523487,2.7808922785807457,0.7039407521298147
0.4350401481878422,0.5471064684042829,1.1445067243830769,0.4289110786595678,4.285683394699297,2.6589920464036916,0.7510624974149558
0.4730427447534111,0.5954194899826811,1.1871312422428655,0.44930859201196033,3.3081432574567007,2.590898300371224,0.776601875732255
