nuc,vac,pox,erl,mit,gvh,mcg
0.45646208774639085,0.5595508748284175,1.144312260281657,0.41196180182693515,4.5569573940375445,2.414477969594484,0.7548418900580007
0.4669102837918324,0.5645089478115656,1.1392653582804582,0.4990292437495756,3.3940006339985813,2.6648535201733776,0.7378355574540598
0.42200566924642613,0.5313802271477652,1.0761835010909342,0.4622651976378252,5.098094322799004,2.4992052129629614,0.7035403530878913
0.4564749410729627,0.5753408432586835,1.0991095840578953,0.4442482118149022,3.8910235293371307,2.443125962482536,0.8203165132027607
0.48232783399696155,0.5948036417470989,1.223510495189772,0.4778459183512361,2.9805651534143514,2.523422246044349,0.7926837030070777
0.45329891079271245,0.5335605816658464,1.1715676797089356,0.4515929249917453,3.883841203572468,2.7219976780906032,0.739210045997581
0.42827144988861465,0.5469128452390576,1.095892031161279,0.47321105035315697,3.907104664729148,2.6449632508489733,0.7966460704338312
0.4704664842142561,0.5563069973879813,1.1973452804420548,0.47295622155499933,3.2779037948770813,2.5853574560159496,0.7961586848454925
0.4594555042641153,0.561650432080959,1.1923263902211374,0.44987787870414464,3.777709674427231,2.651448479428538,0.7212550679126289
0.4845337846392452,0.5958008494274057,1.1582239354378612,0.45335569274445464,3.1489198582777345,2.7350139109871874,0.765988168147241
