nuc,vac,pox,erl,mit,gvh,mcg
0.4290184689200465,0.5470684165938211,1.176063072498886,0.4674564740591989,4.036758459007867,2.744647817638404,0.699505585369074
0.4958776136076095,0.581037258520997,1.2066438799754582,0.49305300771053506,2.920397607199788,2.547883974702956,0.7840200285795679
0.46592171534873,0.5548187615576067,1.111729757088972,0.4717789437704663,3.704526345195158,2.493093173653814,0.7985956272440493
0.40216928819258946,0.5107981944807828,1.1040832324271996,0.4808022984981882,5.009107963803478,2.7163610781366656,0.6739466256258537
0.4814933687444822,0.5566628127669488,1.1395765599418874,0.4318307918887823,3.166927083706707,2.863628769116026,0.8359986665054263
0.4513018657825695,0.5531712953038137,1.1376037397832033,0.43054280400684825,3.5710458066296065,2.947933372175958,0.7768779666093067
0.4546718085916389,0.5489232432331006,1.0705007142637082,0.4196521082139299,4.750755874873656,2.519072903561386,0.7452646657813428
0.45909765629126204,0.5751105652735113,1.1679204565128833,0.485905280504592,3.673688645161096,2.38405396420123,0.7620092911051247
0.4743143705308033,0.595529990905056,1.2381055272206731,0.4670598226766488,2.9528235183936076,2.6275531092199986,0.789061607657441
0.4881499547068625,0.6211456696067226,1.1924947306690452,0.4673504938731894,3.0908691475699133,2.3886544459671004,0.8015307040760418
