nuc,vac,pox,erl,mit,gvh,mcg
0.45511363186121895,0.5814942579344172,1.0975950782099102,0.47370278833784824,3.1286436135585585,2.5478548723704835,0.9117081806132883
0.4808759332543004,0.588649005658304,1.2257185878652697,0.4501137453898063,3.3677502753210233,2.5168855309637794,0.7554298666060362
0.4664644524637167,0.6125241138532186,1.2653585455282121,0.4356154885496737,3.382677275976295,2.598197081411958,0.7224514783088796
0.44470607476582164,0.5805919824207822,1.1851946807358187,0.4510209142852213,3.1986401299597524,3.0980022721705747,0.731176821258746
0.4584648424359531,0.5411247583436841,1.2348979815173653,0.47534622421296824,3.1548364628145262,2.6972558231085886,0.8069682309140164
0.4753542378692314,0.5611395529914854,1.2048846689506778,0.46728402525700125,3.427147751114984,2.4346099935449255,0.7980371460482579
0.4852801122694565,0.5231446718406916,1.0496289107746093,0.43322990133946226,5.472055017687533,2.213273296266374,0.7152304448225533
0.4255564710747117,0.5250505218494832,1.1127998204927116,0.46047169194603654,4.846140033768786,2.461284443788251,0.7322577166618004
0.43361060422866143,0.5272638514734489,1.1129220799230344,0.496542143739187,4.181818917325902,2.4228420470092344,0.7811976158473133
0.46977145250826097,0.5743472679823166,1.1562119474375068,0.4308635884984225,4.0396974225221784,2.680628471392112,0.6870306440743933
